sample_id,protocol,scenario,client_name,client_ip,server_name,server_ip,client_buffer_bytes,server_buffer_bytes,duration,avg_bps,total_bytes,total_packets,total_lost_or_retrans,packet_loss_rate,avg_jitter_ms,congestion_level,recommended_buffer_bytes,file_path
9651,udp,B,server06-3,192.168.200.37,server07-4,192.168.200.42,524288,65536,30,250000000.0,937500000,1035911,95,9.2e-05,8.003178,low,65536,./data/udp_test/B/iperf_udp_sample_009651_server06-3_to_server07-4_B.json
9652,udp,B,server06-3,192.168.200.37,server08-1,192.168.200.43,524288,131072,30,159716383.86,598936439,1035911,387564,0.374129,86.044527,high,65536,./data/udp_test/B/iperf_udp_sample_009652_server06-3_to_server08-1_B.json
9653,udp,B,server06-3,192.168.200.37,server08-1,192.168.200.43,524288,131072,30,250000000.0,937500000,1035911,639,0.000617,8.458149,low,65536,./data/udp_test/B/iperf_udp_sample_009653_server06-3_to_server08-1_B.json
9654,udp,B,server06-3,192.168.200.37,server08-1,192.168.200.43,524288,131072,30,250000000.0,937500000,1035911,763,0.000737,8.797406,low,65536,./data/udp_test/B/iperf_udp_sample_009654_server06-3_to_server08-1_B.json
9655,udp,B,server06-3,192.168.200.37,server08-2,192.168.200.44,524288,2097152,30,250000000.0,937500000,1035911,834,0.000805,8.905486,low,65536,./data/udp_test/B/iperf_udp_sample_009655_server06-3_to_server08-2_B.json
9656,udp,B,server06-3,192.168.200.37,server08-2,192.168.200.44,524288,2097152,30,250000000.0,937500000,1035911,353,0.000341,8.114633,low,65536,./data/udp_test/B/iperf_udp_sample_009656_server06-3_to_server08-2_B.json
9657,udp,B,server06-3,192.168.200.37,server08-2,192.168.200.44,524288,2097152,30,250000000.0,937500000,1035911,484,0.000468,8.074698,low,65536,./data/udp_test/B/iperf_udp_sample_009657_server06-3_to_server08-2_B.json
9658,udp,B,server06-3,192.168.200.37,server08-3,192.168.200.45,524288,524288,30,157323406.21,589962773,1035911,319840,0.308753,87.152942,high,65536,./data/udp_test/B/iperf_udp_sample_009658_server06-3_to_server08-3_B.json
9659,udp,B,server06-3,192.168.200.37,server08-3,192.168.200.45,524288,524288,30,250000000.0,937500000,1035911,886,0.000856,8.927538,low,65536,./data/udp_test/B/iperf_udp_sample_009659_server06-3_to_server08-3_B.json
9660,udp,B,server06-3,192.168.200.37,server08-3,192.168.200.45,524288,524288,30,250000000.0,937500000,1035911,404,0.00039,8.608174,low,65536,./data/udp_test/B/iperf_udp_sample_009660_server06-3_to_server08-3_B.json
9661,udp,B,server06-3,192.168.200.37,server08-4,192.168.200.46,524288,262144,30,250000000.0,937500000,1035911,737,0.000712,8.711377,low,65536,./data/udp_test/B/iperf_udp_sample_009661_server06-3_to_server08-4_B.json
9662,udp,B,server06-3,192.168.200.37,server08-4,192.168.200.46,524288,262144,30,250000000.0,937500000,1035911,700,0.000676,8.068871,low,65536,./data/udp_test/B/iperf_udp_sample_009662_server06-3_to_server08-4_B.json
9663,udp,B,server06-3,192.168.200.37,server08-4,192.168.200.46,524288,262144,30,250000000.0,937500000,1035911,929,0.000897,8.425196,low,65536,./data/udp_test/B/iperf_udp_sample_009663_server06-3_to_server08-4_B.json
9664,udp,B,server06-3,192.168.200.37,spine01,192.168.200.3,524288,262144,30,250000000.0,937500000,1035911,297,0.000288,4.20987,low,65536,./data/udp_test/B/iperf_udp_sample_009664_server06-3_to_spine01_B.json
9665,udp,B,server06-3,192.168.200.37,spine01,192.168.200.3,524288,262144,30,250000000.0,937500000,1035911,576,0.000557,4.310669,low,65536,./data/udp_test/B/iperf_udp_sample_009665_server06-3_to_spine01_B.json
9666,udp,B,server06-3,192.168.200.37,spine01,192.168.200.3,524288,262144,30,148407107.88,556526654,1035911,388920,0.375438,78.502431,high,65536,./data/udp_test/B/iperf_udp_sample_009666_server06-3_to_spine01_B.json
9667,udp,B,server06-3,192.168.200.37,spine02,192.168.200.4,524288,131072,30,250000000.0,937500000,1035911,96,9.3e-05,4.433242,low,65536,./data/udp_test/B/iperf_udp_sample_009667_server06-3_to_spine02_B.json
9668,udp,B,server06-3,192.168.200.37,spine02,192.168.200.4,524288,131072,30,250000000.0,937500000,1035911,611,0.00059,4.193833,low,65536,./data/udp_test/B/iperf_udp_sample_009668_server06-3_to_spine02_B.json
9669,udp,B,server06-3,192.168.200.37,spine02,192.168.200.4,524288,131072,30,250000000.0,937500000,1035911,540,0.000522,4.354064,low,65536,./data/udp_test/B/iperf_udp_sample_009669_server06-3_to_spine02_B.json
9670,udp,B,server06-3,192.168.200.37,spine03,192.168.200.5,524288,131072,30,250000000.0,937500000,1035911,697,0.000673,4.295032,low,65536,./data/udp_test/B/iperf_udp_sample_009670_server06-3_to_spine03_B.json
9671,udp,B,server06-3,192.168.200.37,spine03,192.168.200.5,524288,131072,30,250000000.0,937500000,1035911,234,0.000226,4.379276,low,65536,./data/udp_test/B/iperf_udp_sample_009671_server06-3_to_spine03_B.json
9672,udp,B,server06-3,192.168.200.37,spine03,192.168.200.5,524288,131072,30,165587987.83,620954954,1035911,399417,0.385571,44.138272,high,65536,./data/udp_test/B/iperf_udp_sample_009672_server06-3_to_spine03_B.json
9673,udp,B,server06-3,192.168.200.37,spine04,192.168.200.6,524288,262144,30,250000000.0,937500000,1035911,423,0.000408,4.439457,low,65536,./data/udp_test/B/iperf_udp_sample_009673_server06-3_to_spine04_B.json
9674,udp,B,server06-3,192.168.200.37,spine04,192.168.200.6,524288,262144,30,250000000.0,937500000,1035911,384,0.000371,4.470171,low,65536,./data/udp_test/B/iperf_udp_sample_009674_server06-3_to_spine04_B.json
9675,udp,B,server06-3,192.168.200.37,spine04,192.168.200.6,524288,262144,30,250000000.0,937500000,1035911,205,0.000198,4.347403,low,65536,./data/udp_test/B/iperf_udp_sample_009675_server06-3_to_spine04_B.json
9676,udp,B,server06-4,192.168.200.38,leaf01,192.168.200.7,131072,2097152,30,149958455.47,562344208,1035911,408520,0.394359,41.240206,high,65536,./data/udp_test/B/iperf_udp_sample_009676_server06-4_to_leaf01_B.json
9677,udp,B,server06-4,192.168.200.38,leaf01,192.168.200.7,131072,2097152,30,250000000.0,937500000,1035911,479,0.000463,6.069515,low,65536,./data/udp_test/B/iperf_udp_sample_009677_server06-4_to_leaf01_B.json
9678,udp,B,server06-4,192.168.200.38,leaf01,192.168.200.7,131072,2097152,30,138425985.26,519097444,1035911,416208,0.401781,45.705965,high,65536,./data/udp_test/B/iperf_udp_sample_009678_server06-4_to_leaf01_B.json
9679,udp,B,server06-4,192.168.200.38,leaf02,192.168.200.8,131072,65536,30,250000000.0,937500000,1035911,917,0.000885,6.198454,low,65536,./data/udp_test/B/iperf_udp_sample_009679_server06-4_to_leaf02_B.json
9680,udp,B,server06-4,192.168.200.38,leaf02,192.168.200.8,131072,65536,30,250000000.0,937500000,1035911,52,5.1e-05,6.254153,low,65536,./data/udp_test/B/iperf_udp_sample_009680_server06-4_to_leaf02_B.json
9681,udp,B,server06-4,192.168.200.38,leaf02,192.168.200.8,131072,65536,30,250000000.0,937500000,1035911,211,0.000204,6.625284,low,65536,./data/udp_test/B/iperf_udp_sample_009681_server06-4_to_leaf02_B.json
9682,udp,B,server06-4,192.168.200.38,leaf03,192.168.200.9,131072,65536,30,136993337.97,513725017,1035911,424664,0.409943,43.628912,high,65536,./data/udp_test/B/iperf_udp_sample_009682_server06-4_to_leaf03_B.json
9683,udp,B,server06-4,192.168.200.38,leaf03,192.168.200.9,131072,65536,30,250000000.0,937500000,1035911,373,0.00036,6.108187,low,65536,./data/udp_test/B/iperf_udp_sample_009683_server06-4_to_leaf03_B.json
9684,udp,B,server06-4,192.168.200.38,leaf03,192.168.200.9,131072,65536,30,223415038.34,837806393,1035911,111977,0.108096,48.583516,high,65536,./data/udp_test/B/iperf_udp_sample_009684_server06-4_to_leaf03_B.json
9685,udp,B,server06-4,192.168.200.38,leaf04,192.168.200.10,131072,2097152,30,250000000.0,937500000,1035911,464,0.000448,6.644721,low,65536,./data/udp_test/B/iperf_udp_sample_009685_server06-4_to_leaf04_B.json
9686,udp,B,server06-4,192.168.200.38,leaf04,192.168.200.10,131072,2097152,30,250000000.0,937500000,1035911,1018,0.000983,6.374695,low,65536,./data/udp_test/B/iperf_udp_sample_009686_server06-4_to_leaf04_B.json
9687,udp,B,server06-4,192.168.200.38,leaf04,192.168.200.10,131072,2097152,30,250000000.0,937500000,1035911,936,0.000904,6.32179,low,65536,./data/udp_test/B/iperf_udp_sample_009687_server06-4_to_leaf04_B.json
9688,udp,B,server06-4,192.168.200.38,leaf05,192.168.200.11,131072,262144,30,250000000.0,937500000,1035911,395,0.000381,6.271984,low,65536,./data/udp_test/B/iperf_udp_sample_009688_server06-4_to_leaf05_B.json
9689,udp,B,server06-4,192.168.200.38,leaf05,192.168.200.11,131072,262144,30,250000000.0,937500000,1035911,890,0.000859,6.491287,medium,65536,./data/udp_test/B/iperf_udp_sample_009689_server06-4_to_leaf05_B.json
9690,udp,B,server06-4,192.168.200.38,leaf05,192.168.200.11,131072,262144,30,250000000.0,937500000,1035911,1008,0.000974,6.446508,medium,65536,./data/udp_test/B/iperf_udp_sample_009690_server06-4_to_leaf05_B.json
9691,udp,B,server06-4,192.168.200.38,leaf06,192.168.200.12,131072,131072,30,250000000.0,937500000,1035911,320,0.000309,2.017447,low,65536,./data/udp_test/B/iperf_udp_sample_009691_server06-4_to_leaf06_B.json
9692,udp,B,server06-4,192.168.200.38,leaf06,192.168.200.12,131072,131072,30,250000000.0,937500000,1035911,653,0.000631,2.146458,low,65536,./data/udp_test/B/iperf_udp_sample_009692_server06-4_to_leaf06_B.json
9693,udp,B,server06-4,192.168.200.38,leaf06,192.168.200.12,131072,131072,30,250000000.0,937500000,1035911,350,0.000339,2.096807,low,65536,./data/udp_test/B/iperf_udp_sample_009693_server06-4_to_leaf06_B.json
9694,udp,B,server06-4,192.168.200.38,leaf07,192.168.200.13,131072,131072,30,250000000.0,937500000,1035911,673,0.00065,6.099729,low,65536,./data/udp_test/B/iperf_udp_sample_009694_server06-4_to_leaf07_B.json
9695,udp,B,server06-4,192.168.200.38,leaf07,192.168.200.13,131072,131072,30,250000000.0,937500000,1035911,805,0.000778,6.418082,low,65536,./data/udp_test/B/iperf_udp_sample_009695_server06-4_to_leaf07_B.json
9696,udp,B,server06-4,192.168.200.38,leaf07,192.168.200.13,131072,131072,30,250000000.0,937500000,1035911,56,5.4e-05,6.42608,medium,65536,./data/udp_test/B/iperf_udp_sample_009696_server06-4_to_leaf07_B.json
9697,udp,B,server06-4,192.168.200.38,leaf08,192.168.200.14,131072,131072,30,250000000.0,937500000,1035911,790,0.000763,6.032649,low,65536,./data/udp_test/B/iperf_udp_sample_009697_server06-4_to_leaf08_B.json
9698,udp,B,server06-4,192.168.200.38,leaf08,192.168.200.14,131072,131072,30,250000000.0,937500000,1035911,788,0.000761,6.516368,low,65536,./data/udp_test/B/iperf_udp_sample_009698_server06-4_to_leaf08_B.json
9699,udp,B,server06-4,192.168.200.38,leaf08,192.168.200.14,131072,131072,30,250000000.0,937500000,1035911,952,0.000919,6.585664,low,65536,./data/udp_test/B/iperf_udp_sample_009699_server06-4_to_leaf08_B.json
9700,udp,B,server06-4,192.168.200.38,server01-1,192.168.200.15,131072,2097152,30,250000000.0,937500000,1035911,943,0.000911,8.897677,low,65536,./data/udp_test/B/iperf_udp_sample_009700_server06-4_to_server01-1_B.json
9701,udp,B,server06-4,192.168.200.38,server01-1,192.168.200.15,131072,2097152,30,214988642.99,806207411,1035911,117332,0.113265,35.59838,high,65536,./data/udp_test/B/iperf_udp_sample_009701_server06-4_to_server01-1_B.json
9702,udp,B,server06-4,192.168.200.38,server01-1,192.168.200.15,131072,2097152,30,250000000.0,937500000,1035911,698,0.000674,8.134443,low,65536,./data/udp_test/B/iperf_udp_sample_009702_server06-4_to_server01-1_B.json
9703,udp,B,server06-4,192.168.200.38,server01-2,192.168.200.16,131072,65536,30,143459486.98,537973076,1035911,405016,0.390976,85.287991,high,65536,./data/udp_test/B/iperf_udp_sample_009703_server06-4_to_server01-2_B.json
9704,udp,B,server06-4,192.168.200.38,server01-2,192.168.200.16,131072,65536,30,250000000.0,937500000,1035911,5,5e-06,8.672047,low,65536,./data/udp_test/B/iperf_udp_sample_009704_server06-4_to_server01-2_B.json
9705,udp,B,server06-4,192.168.200.38,server01-2,192.168.200.16,131072,65536,30,250000000.0,937500000,1035911,89,8.6e-05,8.256314,low,65536,./data/udp_test/B/iperf_udp_sample_009705_server06-4_to_server01-2_B.json
9706,udp,B,server06-4,192.168.200.38,server01-3,192.168.200.17,131072,2097152,30,250000000.0,937500000,1035911,215,0.000208,8.249078,medium,65536,./data/udp_test/B/iperf_udp_sample_009706_server06-4_to_server01-3_B.json
9707,udp,B,server06-4,192.168.200.38,server01-3,192.168.200.17,131072,2097152,30,250000000.0,937500000,1035911,948,0.000916,8.283881,low,65536,./data/udp_test/B/iperf_udp_sample_009707_server06-4_to_server01-3_B.json
9708,udp,B,server06-4,192.168.200.38,server01-3,192.168.200.17,131072,2097152,30,250000000.0,937500000,1035911,97,9.4e-05,8.604801,low,65536,./data/udp_test/B/iperf_udp_sample_009708_server06-4_to_server01-3_B.json
9709,udp,B,server06-4,192.168.200.38,server01-4,192.168.200.18,131072,2097152,30,250000000.0,937500000,1035911,611,0.00059,8.239039,low,65536,./data/udp_test/B/iperf_udp_sample_009709_server06-4_to_server01-4_B.json
9710,udp,B,server06-4,192.168.200.38,server01-4,192.168.200.18,131072,2097152,30,178449015.1,669183806,1035911,247703,0.239116,54.860582,high,65536,./data/udp_test/B/iperf_udp_sample_009710_server06-4_to_server01-4_B.json
9711,udp,B,server06-4,192.168.200.38,server01-4,192.168.200.18,131072,2097152,30,127316788.75,477437957,1035911,500518,0.483167,78.675512,high,65536,./data/udp_test/B/iperf_udp_sample_009711_server06-4_to_server01-4_B.json
9712,udp,B,server06-4,192.168.200.38,server02-1,192.168.200.19,131072,1048576,30,250000000.0,937500000,1035911,882,0.000852,8.020527,low,65536,./data/udp_test/B/iperf_udp_sample_009712_server06-4_to_server02-1_B.json
9713,udp,B,server06-4,192.168.200.38,server02-1,192.168.200.19,131072,1048576,30,250000000.0,937500000,1035911,664,0.000641,8.418668,low,65536,./data/udp_test/B/iperf_udp_sample_009713_server06-4_to_server02-1_B.json
9714,udp,B,server06-4,192.168.200.38,server02-1,192.168.200.19,131072,1048576,30,250000000.0,937500000,1035911,91,8.9e-05,8.628128,low,65536,./data/udp_test/B/iperf_udp_sample_009714_server06-4_to_server02-1_B.json
9715,udp,B,server06-4,192.168.200.38,server02-2,192.168.200.20,131072,65536,30,194049783.17,727686686,1035911,241623,0.233248,58.684007,high,65536,./data/udp_test/B/iperf_udp_sample_009715_server06-4_to_server02-2_B.json
9716,udp,B,server06-4,192.168.200.38,server02-2,192.168.200.20,131072,65536,30,155309091.72,582409093,1035911,339095,0.32734,45.328083,high,65536,./data/udp_test/B/iperf_udp_sample_009716_server06-4_to_server02-2_B.json
9717,udp,B,server06-4,192.168.200.38,server02-2,192.168.200.20,131072,65536,30,250000000.0,937500000,1035911,11,1.1e-05,8.610534,low,65536,./data/udp_test/B/iperf_udp_sample_009717_server06-4_to_server02-2_B.json
9718,udp,B,server06-4,192.168.200.38,server02-3,192.168.200.21,131072,1048576,30,250000000.0,937500000,1035911,271,0.000262,8.385976,low,65536,./data/udp_test/B/iperf_udp_sample_009718_server06-4_to_server02-3_B.json
9719,udp,B,server06-4,192.168.200.38,server02-3,192.168.200.21,131072,1048576,30,250000000.0,937500000,1035911,342,0.00033,8.957801,low,65536,./data/udp_test/B/iperf_udp_sample_009719_server06-4_to_server02-3_B.json
9720,udp,B,server06-4,192.168.200.38,server02-3,192.168.200.21,131072,1048576,30,119728602.48,448982259,1035911,542647,0.523836,79.802772,high,65536,./data/udp_test/B/iperf_udp_sample_009720_server06-4_to_server02-3_B.json
9721,udp,B,server06-4,192.168.200.38,server02-4,192.168.200.22,131072,524288,30,250000000.0,937500000,1035911,588,0.000568,8.348238,low,65536,./data/udp_test/B/iperf_udp_sample_009721_server06-4_to_server02-4_B.json
9722,udp,B,server06-4,192.168.200.38,server02-4,192.168.200.22,131072,524288,30,250000000.0,937500000,1035911,304,0.000294,8.09163,low,65536,./data/udp_test/B/iperf_udp_sample_009722_server06-4_to_server02-4_B.json
9723,udp,B,server06-4,192.168.200.38,server02-4,192.168.200.22,131072,524288,30,215201791.41,807006717,1035911,148094,0.14296,36.258203,high,65536,./data/udp_test/B/iperf_udp_sample_009723_server06-4_to_server02-4_B.json
9724,udp,B,server06-4,192.168.200.38,server03-1,192.168.200.23,131072,65536,30,250000000.0,937500000,1035911,838,0.000809,8.092046,low,65536,./data/udp_test/B/iperf_udp_sample_009724_server06-4_to_server03-1_B.json
9725,udp,B,server06-4,192.168.200.38,server03-1,192.168.200.23,131072,65536,30,139280826.27,522303098,1035911,388166,0.374711,70.776728,high,65536,./data/udp_test/B/iperf_udp_sample_009725_server06-4_to_server03-1_B.json
9726,udp,B,server06-4,192.168.200.38,server03-1,192.168.200.23,131072,65536,30,144715869.08,542684509,1035911,414623,0.40025,87.184135,high,65536,./data/udp_test/B/iperf_udp_sample_009726_server06-4_to_server03-1_B.json
9727,udp,B,server06-4,192.168.200.38,server03-2,192.168.200.24,131072,65536,30,144841034.49,543153879,1035911,387888,0.374442,85.291091,high,65536,./data/udp_test/B/iperf_udp_sample_009727_server06-4_to_server03-2_B.json
9728,udp,B,server06-4,192.168.200.38,server03-2,192.168.200.24,131072,65536,30,250000000.0,937500000,1035911,149,0.000144,8.582067,low,65536,./data/udp_test/B/iperf_udp_sample_009728_server06-4_to_server03-2_B.json
9729,udp,B,server06-4,192.168.200.38,server03-2,192.168.200.24,131072,65536,30,250000000.0,937500000,1035911,185,0.000179,8.097734,low,65536,./data/udp_test/B/iperf_udp_sample_009729_server06-4_to_server03-2_B.json
9730,udp,B,server06-4,192.168.200.38,server03-3,192.168.200.25,131072,65536,30,250000000.0,937500000,1035911,686,0.000663,8.90256,low,65536,./data/udp_test/B/iperf_udp_sample_009730_server06-4_to_server03-3_B.json
9731,udp,B,server06-4,192.168.200.38,server03-3,192.168.200.25,131072,65536,30,250000000.0,937500000,1035911,551,0.000532,8.70555,medium,65536,./data/udp_test/B/iperf_udp_sample_009731_server06-4_to_server03-3_B.json
9732,udp,B,server06-4,192.168.200.38,server03-3,192.168.200.25,131072,65536,30,250000000.0,937500000,1035911,748,0.000723,8.205323,low,65536,./data/udp_test/B/iperf_udp_sample_009732_server06-4_to_server03-3_B.json
9733,udp,B,server06-4,192.168.200.38,server03-4,192.168.200.26,131072,131072,30,250000000.0,937500000,1035911,38,3.8e-05,8.566445,low,65536,./data/udp_test/B/iperf_udp_sample_009733_server06-4_to_server03-4_B.json
9734,udp,B,server06-4,192.168.200.38,server03-4,192.168.200.26,131072,131072,30,250000000.0,937500000,1035911,698,0.000674,8.591912,low,65536,./data/udp_test/B/iperf_udp_sample_009734_server06-4_to_server03-4_B.json
9735,udp,B,server06-4,192.168.200.38,server03-4,192.168.200.26,131072,131072,30,210032947.24,787623552,1035911,146163,0.141096,47.170659,high,65536,./data/udp_test/B/iperf_udp_sample_009735_server06-4_to_server03-4_B.json
9736,udp,B,server06-4,192.168.200.38,server04-1,192.168.200.27,131072,131072,30,138812426.14,520546598,1035911,543849,0.524996,76.487068,high,65536,./data/udp_test/B/iperf_udp_sample_009736_server06-4_to_server04-1_B.json
9737,udp,B,server06-4,192.168.200.38,server04-1,192.168.200.27,131072,131072,30,250000000.0,937500000,1035911,1005,0.000971,8.670216,low,65536,./data/udp_test/B/iperf_udp_sample_009737_server06-4_to_server04-1_B.json
9738,udp,B,server06-4,192.168.200.38,server04-1,192.168.200.27,131072,131072,30,250000000.0,937500000,1035911,994,0.00096,8.738981,low,65536,./data/udp_test/B/iperf_udp_sample_009738_server06-4_to_server04-1_B.json
9739,udp,B,server06-4,192.168.200.38,server04-2,192.168.200.28,131072,1048576,30,250000000.0,937500000,1035911,828,0.0008,8.594466,low,65536,./data/udp_test/B/iperf_udp_sample_009739_server06-4_to_server04-2_B.json
9740,udp,B,server06-4,192.168.200.38,server04-2,192.168.200.28,131072,1048576,30,250000000.0,937500000,1035911,202,0.000196,8.081601,medium,65536,./data/udp_test/B/iperf_udp_sample_009740_server06-4_to_server04-2_B.json
9741,udp,B,server06-4,192.168.200.38,server04-2,192.168.200.28,131072,1048576,30,250000000.0,937500000,1035911,65,6.3e-05,8.927659,low,65536,./data/udp_test/B/iperf_udp_sample_009741_server06-4_to_server04-2_B.json
9742,udp,B,server06-4,192.168.200.38,server04-3,192.168.200.29,131072,1048576,30,250000000.0,937500000,1035911,23,2.3e-05,8.733466,low,65536,./data/udp_test/B/iperf_udp_sample_009742_server06-4_to_server04-3_B.json
9743,udp,B,server06-4,192.168.200.38,server04-3,192.168.200.29,131072,1048576,30,134072852.31,502773196,1035911,572534,0.552687,78.449261,high,65536,./data/udp_test/B/iperf_udp_sample_009743_server06-4_to_server04-3_B.json
9744,udp,B,server06-4,192.168.200.38,server04-3,192.168.200.29,131072,1048576,30,157848982.35,591933683,1035911,367006,0.354284,74.266867,high,65536,./data/udp_test/B/iperf_udp_sample_009744_server06-4_to_server04-3_B.json
9745,udp,B,server06-4,192.168.200.38,server04-4,192.168.200.30,131072,65536,30,250000000.0,937500000,1035911,123,0.000119,8.431648,low,65536,./data/udp_test/B/iperf_udp_sample_009745_server06-4_to_server04-4_B.json
9746,udp,B,server06-4,192.168.200.38,server04-4,192.168.200.30,131072,65536,30,250000000.0,937500000,1035911,273,0.000264,8.515439,low,65536,./data/udp_test/B/iperf_udp_sample_009746_server06-4_to_server04-4_B.json
9747,udp,B,server06-4,192.168.200.38,server04-4,192.168.200.30,131072,65536,30,250000000.0,937500000,1035911,206,0.000199,8.198828,low,65536,./data/udp_test/B/iperf_udp_sample_009747_server06-4_to_server04-4_B.json
9748,udp,B,server06-4,192.168.200.38,server05-1,192.168.200.31,131072,1048576,30,250000000.0,937500000,1035911,272,0.000263,8.273468,low,65536,./data/udp_test/B/iperf_udp_sample_009748_server06-4_to_server05-1_B.json
9749,udp,B,server06-4,192.168.200.38,server05-1,192.168.200.31,131072,1048576,30,250000000.0,937500000,1035911,593,0.000573,8.642857,low,65536,./data/udp_test/B/iperf_udp_sample_009749_server06-4_to_server05-1_B.json
9750,udp,B,server06-4,192.168.200.38,server05-1,192.168.200.31,131072,1048576,30,250000000.0,937500000,1035911,426,0.000412,8.35513,low,65536,./data/udp_test/B/iperf_udp_sample_009750_server06-4_to_server05-1_B.json
9751,udp,B,server06-4,192.168.200.38,server05-2,192.168.200.32,131072,131072,30,250000000.0,937500000,1035911,165,0.00016,8.806263,low,65536,./data/udp_test/B/iperf_udp_sample_009751_server06-4_to_server05-2_B.json
9752,udp,B,server06-4,192.168.200.38,server05-2,192.168.200.32,131072,131072,30,250000000.0,937500000,1035911,252,0.000243,8.32984,low,65536,./data/udp_test/B/iperf_udp_sample_009752_server06-4_to_server05-2_B.json
9753,udp,B,server06-4,192.168.200.38,server05-2,192.168.200.32,131072,131072,30,250000000.0,937500000,1035911,91,8.8e-05,8.130691,low,65536,./data/udp_test/B/iperf_udp_sample_009753_server06-4_to_server05-2_B.json
9754,udp,B,server06-4,192.168.200.38,server05-3,192.168.200.33,131072,2097152,30,120045796.98,450171738,1035911,543484,0.524644,67.07821,high,65536,./data/udp_test/B/iperf_udp_sample_009754_server06-4_to_server05-3_B.json
9755,udp,B,server06-4,192.168.200.38,server05-3,192.168.200.33,131072,2097152,30,194065945.1,727747294,1035911,248687,0.240067,71.100564,high,65536,./data/udp_test/B/iperf_udp_sample_009755_server06-4_to_server05-3_B.json
9756,udp,B,server06-4,192.168.200.38,server05-3,192.168.200.33,131072,2097152,30,212117342.65,795440034,1035911,184031,0.177652,65.578444,high,65536,./data/udp_test/B/iperf_udp_sample_009756_server06-4_to_server05-3_B.json
9757,udp,B,server06-4,192.168.200.38,server05-4,192.168.200.34,131072,2097152,30,250000000.0,937500000,1035911,508,0.000491,8.672819,low,65536,./data/udp_test/B/iperf_udp_sample_009757_server06-4_to_server05-4_B.json
9758,udp,B,server06-4,192.168.200.38,server05-4,192.168.200.34,131072,2097152,30,250000000.0,937500000,1035911,494,0.000478,8.616726,low,65536,./data/udp_test/B/iperf_udp_sample_009758_server06-4_to_server05-4_B.json
9759,udp,B,server06-4,192.168.200.38,server05-4,192.168.200.34,131072,2097152,30,250000000.0,937500000,1035911,721,0.000696,8.678391,medium,65536,./data/udp_test/B/iperf_udp_sample_009759_server06-4_to_server05-4_B.json
9760,udp,B,server06-4,192.168.200.38,server06-1,192.168.200.35,131072,2097152,30,250000000.0,937500000,1035911,846,0.000817,4.021975,low,65536,./data/udp_test/B/iperf_udp_sample_009760_server06-4_to_server06-1_B.json
9761,udp,B,server06-4,192.168.200.38,server06-1,192.168.200.35,131072,2097152,30,250000000.0,937500000,1035911,197,0.000191,4.29391,low,65536,./data/udp_test/B/iperf_udp_sample_009761_server06-4_to_server06-1_B.json
9762,udp,B,server06-4,192.168.200.38,server06-1,192.168.200.35,131072,2097152,30,250000000.0,937500000,1035911,826,0.000798,4.192154,low,65536,./data/udp_test/B/iperf_udp_sample_009762_server06-4_to_server06-1_B.json
9763,udp,B,server06-4,192.168.200.38,server06-2,192.168.200.36,131072,1048576,30,250000000.0,937500000,1035911,803,0.000775,4.203193,low,65536,./data/udp_test/B/iperf_udp_sample_009763_server06-4_to_server06-2_B.json
9764,udp,B,server06-4,192.168.200.38,server06-2,192.168.200.36,131072,1048576,30,250000000.0,937500000,1035911,109,0.000106,4.223193,low,65536,./data/udp_test/B/iperf_udp_sample_009764_server06-4_to_server06-2_B.json
9765,udp,B,server06-4,192.168.200.38,server06-2,192.168.200.36,131072,1048576,30,250000000.0,937500000,1035911,663,0.00064,4.058345,low,65536,./data/udp_test/B/iperf_udp_sample_009765_server06-4_to_server06-2_B.json
9766,udp,B,server06-4,192.168.200.38,server06-3,192.168.200.37,131072,524288,30,250000000.0,937500000,1035911,714,0.00069,4.142757,low,65536,./data/udp_test/B/iperf_udp_sample_009766_server06-4_to_server06-3_B.json
9767,udp,B,server06-4,192.168.200.38,server06-3,192.168.200.37,131072,524288,30,250000000.0,937500000,1035911,12,1.2e-05,4.092991,low,65536,./data/udp_test/B/iperf_udp_sample_009767_server06-4_to_server06-3_B.json
9768,udp,B,server06-4,192.168.200.38,server06-3,192.168.200.37,131072,524288,30,184782931.95,692935994,1035911,307703,0.297036,56.417584,high,65536,./data/udp_test/B/iperf_udp_sample_009768_server06-4_to_server06-3_B.json
9769,udp,B,server06-4,192.168.200.38,server07-1,192.168.200.39,131072,524288,30,250000000.0,937500000,1035911,281,0.000272,8.500305,low,65536,./data/udp_test/B/iperf_udp_sample_009769_server06-4_to_server07-1_B.json
9770,udp,B,server06-4,192.168.200.38,server07-1,192.168.200.39,131072,524288,30,250000000.0,937500000,1035911,677,0.000654,8.450497,low,65536,./data/udp_test/B/iperf_udp_sample_009770_server06-4_to_server07-1_B.json
9771,udp,B,server06-4,192.168.200.38,server07-1,192.168.200.39,131072,524288,30,250000000.0,937500000,1035911,139,0.000135,8.12615,low,65536,./data/udp_test/B/iperf_udp_sample_009771_server06-4_to_server07-1_B.json
9772,udp,B,server06-4,192.168.200.38,server07-2,192.168.200.40,131072,1048576,30,125025271.78,468844769,1035911,573231,0.55336,79.642205,high,65536,./data/udp_test/B/iperf_udp_sample_009772_server06-4_to_server07-2_B.json
9773,udp,B,server06-4,192.168.200.38,server07-2,192.168.200.40,131072,1048576,30,189950708.95,712315158,1035911,257093,0.248181,62.108058,high,65536,./data/udp_test/B/iperf_udp_sample_009773_server06-4_to_server07-2_B.json
